Energy_channel_1
-0.14535901
-0.14530301
-0.145287
-0.14507301
-0.144961
-0.14439301
-0.144345
-0.143997
-0.14397101
-0.143607
-0.14315501
-0.14313501
-0.14292301
-0.142919
-0.142917
-0.14243901
-0.141145
-0.140989
-0.140845
-0.140639
-0.140257
-0.140171
-0.14011501
-0.140093
-0.139917
-0.139823
-0.139473
-0.13914901
-0.139073
-0.138963
-0.13889301
-0.13845901
-0.138449
-0.13769701
-0.137113
-0.135753
-0.135581
-0.135525
-0.135359
-0.135341
-0.135121
-0.134957
-0.134893
-0.13475901
-0.134599
-0.13456501
-0.134247
-0.133605
-0.133595
-0.133579
-0.133443
-0.133305
-0.13292101
-0.13181101
-0.131099
-0.131015
-0.13026501
-0.13013901
-0.129949
-0.12986301
-0.129851
-0.12931101
-0.12911701
-0.128569
-0.128523
-0.12849301
-0.128085
-0.12791301
-0.12761301
-0.12750901
-0.127047
-0.12640901
-0.12590301
-0.125771
-0.12568101
-0.125071
-0.125071
-0.12471501
-0.124373004
-0.124323
-0.124257006
-0.122913
-0.12229901
-0.12200901
-0.121989004
-0.121457
-0.121019006
-0.120975
-0.120923005
-0.120827004
-0.12039701
-0.120151006
-0.12008901
-0.11978701
-0.11968101
-0.11964501
-0.119449005
-0.119133
-0.119023
-0.118885
-0.118559
-0.117887005
-0.11771101
-0.11740301
-0.117115006
-0.116901
-0.11683301
-0.11646101
-0.116271004
-0.116013005
-0.115959
-0.11591101
-0.11585501
-0.115775004
-0.11536901
-0.11495501
-0.11483501
-0.11475301
-0.11458701
-0.11413701
-0.113915004
-0.113865
-0.11361301
-0.11306301
-0.11293501
-0.112789005
-0.11248301
-0.112105004
-0.111365005
-0.11123101
-0.11110701
-0.11086301
-0.11075301
-0.110677004
-0.110447004
-0.110189006
-0.11014501
-0.10926301
-0.108853005
-0.10867701
-0.10863501
-0.108537
-0.108133
-0.107815005
-0.107617006
-0.107563004
-0.10728101
-0.10725701
-0.10706301
-0.107039005
-0.10692101
-0.10596701
-0.10575101
-0.10567701
-0.104771
-0.10427701
-0.10355501
-0.10344501
-0.103401005
-0.10310101
-0.102355
-0.10223301
-0.10216701
-0.10213501
-0.10213501
-0.101963006
-0.101651005
-0.10158101
-0.10148501
-0.10110301
-0.10102901
-0.10081701
-0.09996701
-0.09971901
-0.09961901
-0.09961101
-0.099447004
-0.09939901
-0.099397
-0.09933101
-0.098725006
-0.098363005
-0.097771004
-0.097715005
-0.09756701
-0.097375005
-0.096953005
-0.09679101
-0.096429005
-0.09629301
-0.09623901
-0.09615701
-0.095185004
-0.094651006
-0.094615005
-0.09452101
-0.094501
-0.09428301
-0.09419101
-0.094115004
-0.094027005
-0.09396901
-0.09357101
-0.093527004
-0.09327101
-0.093035005
-0.093013
-0.09291901
-0.092907004
-0.092851005
-0.09279501
-0.09235301
-0.092053
-0.091451004
-0.09119101
-0.09098501
-0.09069901
-0.09000701
-0.08979101
-0.08978701
-0.089613006
-0.08900901
-0.08882701
-0.08866501
-0.088547006
-0.08849901
-0.08838101
-0.08815101
-0.08814501
-0.088071
-0.087725006
-0.086995006
-0.08680901
-0.08634501
-0.08611501
-0.085971005
-0.085691005
-0.085553005
-0.085475005
-0.085075006
-0.084809005
-0.083991006
-0.08355301
-0.08322701
-0.08293101
-0.08288301
-0.08234501
-0.08232501
-0.08197101
-0.08190301
-0.08164701
-0.081511006
-0.08142901
-0.08100901
-0.08093301
-0.08059901
-0.08014901
-0.07949101
-0.07945901
-0.07935301
-0.07873501
-0.07809901
-0.077823006
-0.07778701
-0.07747101
-0.07739701
-0.07728501
-0.076817006
-0.07667101
-0.07649701
-0.076367006
-0.07630501
-0.07619101
-0.076133005
-0.076087005
-0.07586301
