t,x,sigma
3776.6500347222245,3.5364004476288365e-07,7.840276696731064e-08
3783.6500347222245,2.1990701481642367e-07,8.635892253972327e-08
3790.6500347222245,2.0736670783313266e-07,6.184182974648537e-08
3797.6500347222245,2.9821482259172635e-07,6.23664196459786e-08
3804.6500347222245,1.4400792538207514e-07,1.1118895561518114e-07
3811.6500347222245,2.7666622802912944e-07,8.089333654435706e-08
3818.6500347222245,2.2494300731725416e-07,7.718697898435999e-08
3825.6500347222245,2.4888923214015316e-07,8.154657343570718e-08
3832.6500347222245,5.8047503340777596e-08,2.3800749655509903e-08
3839.6500347222245,2.4442029853356377e-07,7.732060861093153e-08
3846.6500347222245,3.3827219182532437e-07,3.956285438839337e-08
3853.6500347222245,2.520376636271461e-07,7.269273388086568e-08
3860.6500347222245,7.764912784603115e-08,4.2809174382287495e-08
3867.6500347222245,1.6056799532243955e-07,6.757938928260753e-08
3874.6500347222245,2.01828398931687e-09,1.8300996313649623e-09
3881.6500347222245,9.089077471244288e-07,9.763691001586006e-08
3888.6500347222245,1.3889103384782025e-07,6.191661932745176e-08
3895.6500347222245,9.197773118654106e-08,7.65522833533136e-08
3902.6500347222245,1.9881178570769982e-07,6.202785695632938e-08
3909.6500347222245,3.220506614445334e-07,8.717959073192796e-08
3916.6500347222245,1.7641728792814786e-07,6.017209046613899e-08
3923.6500347222245,1.573565085511109e-07,7.526572749693975e-08
3930.6500347222245,2.573128417750877e-07,1.0992206517291956e-07
3937.6500347222245,1.8066822567947822e-07,7.958654042547301e-08
3944.6500347222245,1.2096468163594858e-07,8.318759012893222e-08
3951.6500347222245,1.3418364087638446e-07,4.954232846004162e-08
3958.6500347222245,1.3898596042782992e-07,6.561234202585503e-08
3965.6500347222245,9.862619390959706e-08,5.6609694265400096e-08
3972.6500347222245,2.0374285941546523e-07,7.787179843254694e-08
3979.6500347222245,4.13411616855404e-08,2.0057711193853916e-08
3986.6500347222245,1.8046538880769856e-07,7.031502537351283e-08
3993.6500347222245,1.3420601879464479e-08,3.4531602147284914e-08
4000.6500347222245,3.380827314106515e-07,8.461761154649006e-08
4007.6500347222245,5.9414464249544915e-09,7.058983079275768e-09
4014.6500347222245,3.0484944594219427e-07,7.306649660748921e-08
4021.6500347222245,2.3964376608118673e-07,9.070511226866581e-08
4028.6500347222245,2.5589216828771965e-07,8.029538091771968e-08
4035.6500347222245,1.5597899666011355e-08,1.2825198847135381e-08
4042.6500347222245,6.1926454473016695e-12,8.168453295745534e-11
4049.6500347222245,1.370269892368731e-07,7.44296098155949e-08
4056.6500347222245,3.7896732694509616e-08,4.03481459559206e-08
4063.6500347222245,1.2835122536141673e-07,4.705912272241419e-08
4070.6500347222245,1.2032051616578641e-08,1.2329584166711637e-08
4077.6500347222245,1.5748060083554407e-11,2.3293794853389325e-09
4084.6500347222245,9.949256383081786e-08,7.721743588928753e-08
4091.6500347222245,1.3364600743777845e-07,7.22586268961168e-08
4098.6500347222245,9.622716542408631e-08,5.252817797116205e-08
4105.6500347222245,5.102979626875671e-08,4.03360172859631e-08
4112.6500347222245,1.4034813673431737e-07,5.608159145145684e-08
4119.6500347222245,2.1473143735701683e-07,6.255111103532959e-08
4126.6500347222245,1.2185502213583426e-07,5.913026555930659e-08
4133.6500347222245,3.530331656117274e-08,4.534247736221924e-08
4140.6500347222245,2.2572172319870182e-07,7.320348505685012e-08
